user_id,signup_date,device,country,ab_variant
f8340192,2026-03-10 00:00:00,Web,US,control
4987e7e5,2026-02-24 00:00:00,,IN,not_applicable
fb3834f3,2026-01-24 00:00:00,iOS,US,not_applicable
899efca7,2026-02-05 00:00:00,iOS,US,not_applicable
5166653a,2026-03-01 00:00:00,iOS,DE,control
fbb0843d,2026-01-10 00:00:00,iOS,US,not_applicable
33df2d7a,2026-02-26 00:00:00,Web,US,not_applicable
9e31ee2d,2026-03-12 00:00:00,Web,US,control
b978bf3c,2026-03-25 00:00:00,iOS,DE,treatment
516aea5c,2026-01-02 00:00:00,Android,IN,not_applicable
a03f7f4c,2026-01-12 00:00:00,Android,FR,not_applicable
f10ac398,2026-01-31 00:00:00,iOS,US,not_applicable
0ea9570c,2026-01-22 00:00:00,Android,FR,not_applicable
399eca7b,2026-02-22 00:00:00,,GB,not_applicable
f4ae6e93,2026-03-04 00:00:00,iOS,FR,control
1a72632c,2026-02-21 00:00:00,iOS,IN,not_applicable
ba6bef0a,2026-01-08 00:00:00,Web,GB,not_applicable
520d3303,2026-01-22 00:00:00,Android,FR,not_applicable
939e3ecd,2026-02-18 00:00:00,iOS,IN,not_applicable
58171532,2026-01-01 00:00:00,Android,FR,not_applicable
704e4c70,2026-02-19 00:00:00,iOS,IN,not_applicable
4f19eff7,2026-02-03 00:00:00,iOS,US,not_applicable
41dd71d0,2026-02-28 00:00:00,Web,US,not_applicable
311d8730,2026-02-06 00:00:00,iOS,,not_applicable
b660ad88,2026-02-24 00:00:00,,CA,not_applicable
11a28dbd,2026-03-31 00:00:00,Android,GB,treatment
26e7663e,2026-03-13 00:00:00,iOS,US,treatment
b950e10a,2026-03-04 00:00:00,Android,FR,control
60bf705a,2026-02-07 00:00:00,Android,FR,not_applicable
7eae4056,2026-01-28 00:00:00,iOS,GB,not_applicable
0ce0710f,2026-01-08 00:00:00,iOS,GB,not_applicable
659b0723,2026-03-16 00:00:00,iOS,IN,treatment
8d2d5484,2026-01-08 00:00:00,iOS,US,not_applicable
05773f67,2026-02-10 00:00:00,iOS,FR,not_applicable
d94aa2ee,2026-01-08 00:00:00,Android,US,not_applicable
53b5918f,2026-01-07 00:00:00,iOS,DE,not_applicable
3ce47bcb,2026-03-16 00:00:00,iOS,FR,control
42c4d34c,2026-03-09 00:00:00,Android,US,control
ae529510,2026-03-07 00:00:00,iOS,,control
6e03356f,2026-01-24 00:00:00,iOS,US,not_applicable
5718e11b,2026-01-09 00:00:00,Web,IN,not_applicable
e9df9c77,2026-03-18 00:00:00,,FR,control
07d61718,2026-01-31 00:00:00,iOS,US,not_applicable
5acfa52e,2026-02-21 00:00:00,Android,CA,not_applicable
f567e9e2,2026-01-16 00:00:00,iOS,IN,not_applicable
77616ed5,2026-03-14 00:00:00,iOS,GB,control
a29d7182,2026-03-18 00:00:00,iOS,GB,control
f3003038,2026-01-11 00:00:00,iOS,US,not_applicable
12f1a044,2026-02-23 00:00:00,iOS,CA,not_applicable
52a9a3ab,2026-03-26 00:00:00,Android,CA,treatment
91cf9e17,2026-03-08 00:00:00,,US,control
1567e742,2026-02-03 00:00:00,iOS,IN,not_applicable
4c68b14a,2026-01-27 00:00:00,iOS,,not_applicable
ef0c90ba,2026-03-27 00:00:00,iOS,,treatment
4dd401e7,2026-01-31 00:00:00,iOS,IN,not_applicable
26c43ec5,2026-02-03 00:00:00,Android,,not_applicable
4f2f8d5d,2026-02-20 00:00:00,iOS,CA,not_applicable
9622c9e5,2026-01-17 00:00:00,,GB,not_applicable
7f1feb01,2026-03-27 00:00:00,Android,DE,treatment
de5eaa96,2026-02-28 00:00:00,Android,CA,not_applicable
416117dc,2026-02-10 00:00:00,Android,IN,not_applicable
d280cbfb,2026-01-10 00:00:00,iOS,US,not_applicable
d5e86d84,2026-01-02 00:00:00,,IN,not_applicable
6f9c8e79,2026-02-28 00:00:00,Android,CA,not_applicable
463872b5,2026-03-21 00:00:00,iOS,US,treatment
ba831333,1970-01-01 00:00:00,Android,US,not_applicable
064508b6,2026-01-10 00:00:00,Android,US,not_applicable
3a3374a8,2026-03-10 00:00:00,,,control
378a9eca,2026-02-03 00:00:00,Android,GB,not_applicable
d0dcd06b,2026-01-17 00:00:00,iOS,FR,not_applicable
38d26414,2026-02-14 00:00:00,Android,US,not_applicable
ce3eaad2,2026-01-09 00:00:00,Web,FR,not_applicable
17b859c4,2026-02-01 00:00:00,Web,DE,not_applicable
3f7a4a8e,2026-02-17 00:00:00,Android,GB,not_applicable
8fb29038,2026-02-06 00:00:00,Web,IN,not_applicable
43717bfb,2026-01-21 00:00:00,iOS,US,not_applicable
e1862a35,2026-02-26 00:00:00,iOS,FR,not_applicable
8514b711,2026-03-11 00:00:00,,US,treatment
827f7d22,2026-03-20 00:00:00,Android,US,treatment
05ce22ef,2026-03-25 00:00:00,,FR,treatment
2b92eb1f,2026-03-27 00:00:00,Web,GB,treatment
d3f92c4b,2026-02-08 00:00:00,iOS,US,not_applicable
165144e6,2026-03-26 00:00:00,iOS,IN,control
540b4f04,2026-01-18 00:00:00,Web,,not_applicable
72c9f8ef,2026-02-03 00:00:00,,CA,not_applicable
3c68fc26,2026-01-15 00:00:00,Android,IN,not_applicable
ed535f05,2026-01-14 00:00:00,Web,US,not_applicable
0c0ac27c,2026-03-12 00:00:00,Android,US,control
ecb41f81,2026-02-06 00:00:00,,CA,not_applicable
df53c858,2026-03-19 00:00:00,iOS,DE,control
155b7289,2026-02-13 00:00:00,Android,US,not_applicable
50efcaa1,2026-01-27 00:00:00,iOS,DE,not_applicable
f69c5006,2026-03-29 00:00:00,Android,FR,treatment
cb3fbbc6,2026-02-03 00:00:00,Android,IN,not_applicable
eda2564e,2026-03-06 00:00:00,Android,CA,control
37c77e50,2026-01-07 00:00:00,Web,GB,not_applicable
c72ac56d,2026-01-12 00:00:00,iOS,US,not_applicable
228d5571,2026-03-23 00:00:00,Android,CA,control
e7f9be6d,2026-02-05 00:00:00,Android,US,not_applicable
493f68e6,2026-01-06 00:00:00,iOS,US,not_applicable
3433e22b,2026-01-01 00:00:00,iOS,CA,not_applicable
92b52277,2026-02-12 00:00:00,iOS,GB,not_applicable
8c2021fd,2026-01-17 00:00:00,Web,US,not_applicable
5ed131e4,2026-03-23 00:00:00,Android,FR,treatment
8d6aa443,2026-01-21 00:00:00,iOS,CA,not_applicable
24b28ef8,2026-02-26 00:00:00,Web,IN,not_applicable
2370d9c8,2026-03-12 00:00:00,iOS,IN,treatment
a1abbab9,2026-03-13 00:00:00,Android,US,control
0e8d6bdf,2026-01-10 00:00:00,Android,,not_applicable
64a2adfe,2026-03-30 00:00:00,Android,US,treatment
6ee7d0ae,2026-03-11 00:00:00,Android,US,control
48fcb02d,2026-02-17 00:00:00,iOS,US,not_applicable
5fc9a97e,2026-03-16 00:00:00,iOS,US,treatment
81938706,2026-02-25 00:00:00,iOS,CA,not_applicable
f04b7b6e,2026-01-17 00:00:00,iOS,US,not_applicable
87b583e5,2026-01-06 00:00:00,Web,GB,not_applicable
67209885,2026-02-09 00:00:00,Android,US,not_applicable
4b4adf99,2026-02-16 00:00:00,iOS,US,not_applicable
ef7cd1fa,2026-01-06 00:00:00,iOS,US,not_applicable
2b5e6559,2026-02-15 00:00:00,iOS,US,not_applicable
5c38e41e,2026-01-27 00:00:00,iOS,GB,not_applicable
9937e6b0,2026-03-29 00:00:00,iOS,US,control
a3cd2f06,2026-01-14 00:00:00,Android,DE,not_applicable
7c4cc5b6,2026-02-15 00:00:00,iOS,FR,not_applicable
54e25bd7,2026-03-13 00:00:00,Android,US,treatment
b8c8b0ee,2026-02-22 00:00:00,Web,IN,not_applicable
41bf46a3,2026-03-21 00:00:00,iOS,US,treatment
c3ccd9b7,2026-01-31 00:00:00,Web,DE,not_applicable
4bd0faea,2026-01-21 00:00:00,iOS,US,not_applicable
a7b5f856,2026-01-23 00:00:00,iOS,GB,not_applicable
d2ee85e6,2026-02-22 00:00:00,Android,US,not_applicable
259d43bd,2026-01-04 00:00:00,Android,DE,not_applicable
c503caa2,2026-01-23 00:00:00,iOS,US,not_applicable
2b759b35,2026-02-12 00:00:00,Android,IN,not_applicable
366dcebe,2026-02-22 00:00:00,Android,GB,not_applicable
e481378a,2026-03-27 00:00:00,iOS,GB,treatment
5a023fc4,2026-02-01 00:00:00,Android,US,not_applicable
902dee79,2026-02-04 00:00:00,iOS,US,not_applicable
6b8c1088,2026-01-21 00:00:00,iOS,US,not_applicable
d0654791,2026-03-31 00:00:00,iOS,US,control
5fb59627,2026-01-05 00:00:00,iOS,IN,not_applicable
1eb5a421,2026-03-02 00:00:00,Android,DE,control
397c86d3,2026-02-28 00:00:00,Android,GB,not_applicable
277804d3,2026-02-14 00:00:00,iOS,GB,not_applicable
1c0fd819,2026-02-09 00:00:00,Android,DE,not_applicable
bdc3bf0e,2026-01-30 00:00:00,iOS,US,not_applicable
526709e8,2026-01-29 00:00:00,iOS,US,not_applicable
f2f94540,2026-01-04 00:00:00,Android,CA,not_applicable
4fd58665,2026-03-26 00:00:00,iOS,,control
d8d69713,2026-02-12 00:00:00,Android,US,not_applicable
3781f645,2026-02-05 00:00:00,iOS,US,not_applicable
74740293,2026-01-09 00:00:00,iOS,US,not_applicable
eb1aad34,2026-02-05 00:00:00,iOS,US,not_applicable
be7dcdd5,2026-02-14 00:00:00,iOS,IN,not_applicable
57e753ea,2026-03-24 00:00:00,iOS,GB,treatment
d43a2992,2026-03-28 00:00:00,iOS,,treatment
a10f8422,2026-03-10 00:00:00,iOS,US,control
7303645e,2026-01-04 00:00:00,,IN,not_applicable
c85b1f93,2026-01-15 00:00:00,Web,US,not_applicable
85de29e1,2026-02-03 00:00:00,iOS,DE,not_applicable
31251160,2026-01-23 00:00:00,Web,CA,not_applicable
80a3fa91,2026-03-16 00:00:00,Android,US,treatment
37147262,2026-02-03 00:00:00,Android,US,not_applicable
052fdbe2,2026-01-05 00:00:00,iOS,GB,not_applicable
a4108d41,2026-01-14 00:00:00,Android,US,not_applicable
b1225438,2026-03-18 00:00:00,iOS,CA,control
01c6627d,2026-02-10 00:00:00,iOS,CA,not_applicable
e6fc63d1,2026-02-25 00:00:00,iOS,GB,not_applicable
83824f85,2026-03-19 00:00:00,Android,US,treatment
fc233b33,2026-01-15 00:00:00,iOS,US,not_applicable
bd046bf3,2026-02-19 00:00:00,iOS,,not_applicable
d3858836,2026-03-15 00:00:00,iOS,FR,control
2734f48a,2026-01-06 00:00:00,iOS,DE,not_applicable
ec679d17,2026-02-25 00:00:00,Android,CA,not_applicable
7172cee6,2026-01-01 00:00:00,Android,GB,not_applicable
34b1cdaf,2026-03-08 00:00:00,iOS,IN,treatment
f6128bcd,2026-03-10 00:00:00,Web,,treatment
ddb78bf8,2026-03-27 00:00:00,iOS,DE,control
166b6e5f,2026-02-25 00:00:00,Web,US,not_applicable
cdf861a6,2026-01-09 00:00:00,iOS,DE,not_applicable
95e31492,2026-03-27 00:00:00,Android,FR,treatment
c9670393,2026-03-21 00:00:00,iOS,FR,control
285c7494,2026-01-16 00:00:00,iOS,US,not_applicable
08c07ac0,2026-02-08 00:00:00,iOS,FR,not_applicable
4828f3cb,2026-03-06 00:00:00,Android,GB,control
459188d6,2026-02-22 00:00:00,iOS,IN,not_applicable
9a891ab8,2026-02-11 00:00:00,iOS,FR,not_applicable
6fb89017,2026-02-21 00:00:00,iOS,US,not_applicable
ddd59a84,2026-03-31 00:00:00,Android,US,control
7ebf1bd5,2026-01-17 00:00:00,Android,GB,not_applicable
b9995d21,2026-01-25 00:00:00,iOS,IN,not_applicable
555e1335,2026-02-23 00:00:00,iOS,GB,not_applicable
4dfcb650,2026-03-27 00:00:00,Web,CA,treatment
d1ffc850,2026-03-28 00:00:00,iOS,IN,treatment
51cff1ca,2026-01-23 00:00:00,Android,US,not_applicable
d999687a,2026-03-20 00:00:00,iOS,FR,treatment
90868d9c,2026-02-21 00:00:00,Android,GB,not_applicable
9ebf0929,2026-03-12 00:00:00,Web,FR,treatment
9cfb185a,2026-02-08 00:00:00,iOS,US,not_applicable
b42d7efb,2026-02-06 00:00:00,iOS,DE,not_applicable
055ad8f0,2026-01-27 00:00:00,iOS,CA,not_applicable
e5af4436,2026-02-25 00:00:00,Android,IN,not_applicable
71e83fe0,2026-03-16 00:00:00,iOS,FR,treatment
7e0e51a0,2026-02-11 00:00:00,iOS,FR,not_applicable
bf36a055,2026-03-01 00:00:00,iOS,US,control
bea3ff86,2026-03-28 00:00:00,Android,US,control
7837dd72,2026-03-02 00:00:00,iOS,DE,treatment
ea765771,2026-01-22 00:00:00,Android,CA,not_applicable
f6a68ce9,2026-03-26 00:00:00,Android,GB,control
e10659cf,2026-03-07 00:00:00,iOS,US,treatment
bfc68517,2026-03-21 00:00:00,iOS,IN,control
aa271e89,2026-01-31 00:00:00,Android,GB,not_applicable
a7099b95,2026-03-28 00:00:00,Android,IN,control
9235b24e,2026-01-26 00:00:00,iOS,CA,not_applicable
b5c08abc,2026-01-19 00:00:00,Android,CA,not_applicable
befa5dcc,2026-01-04 00:00:00,iOS,IN,not_applicable
f0c82b45,2026-01-06 00:00:00,Web,CA,not_applicable
ab8d65f8,2026-02-01 00:00:00,Android,IN,not_applicable
02949d2b,2026-03-02 00:00:00,Android,US,treatment
fc42924d,2026-01-10 00:00:00,Android,CA,not_applicable
eeecebe5,2026-02-28 00:00:00,iOS,DE,not_applicable
021b5190,2026-02-23 00:00:00,Web,IN,not_applicable
10a29b1a,2026-03-22 00:00:00,Android,US,treatment
262b6a05,2026-03-31 00:00:00,,FR,control
84088e3b,2026-02-21 00:00:00,iOS,IN,not_applicable
09c41091,2026-02-01 00:00:00,Web,GB,not_applicable
5a0e72ec,2026-01-19 00:00:00,Android,US,not_applicable
8de414ac,2026-03-25 00:00:00,iOS,US,treatment
e6f8895a,2026-01-14 00:00:00,Web,US,not_applicable
600b38ad,2026-02-24 00:00:00,iOS,US,not_applicable
d721b247,2026-01-29 00:00:00,Android,IN,not_applicable
adf8debf,2026-01-23 00:00:00,iOS,US,not_applicable
0ed71b5f,2026-03-31 00:00:00,Android,GB,treatment
273d5aa0,2026-01-07 00:00:00,iOS,GB,not_applicable
c19c08a3,2026-03-13 00:00:00,iOS,US,control
a70e56f0,2026-01-16 00:00:00,Android,GB,not_applicable
e6be6044,2026-02-28 00:00:00,Web,US,not_applicable
10ff9fa0,2026-01-18 00:00:00,Android,CA,not_applicable
14f5e8db,2026-03-01 00:00:00,iOS,DE,treatment
461de21d,2026-03-13 00:00:00,iOS,,treatment
9c586cb9,2026-02-26 00:00:00,iOS,GB,not_applicable
075dc712,2026-03-20 00:00:00,iOS,,treatment
fcde694a,2026-03-06 00:00:00,Android,CA,control
50faa6cd,2026-03-12 00:00:00,iOS,DE,control
6ba6c768,2026-01-21 00:00:00,iOS,IN,not_applicable
9c854fdb,2026-03-02 00:00:00,iOS,US,control
71c85b70,2026-02-01 00:00:00,iOS,GB,not_applicable
eccb8ef1,2026-03-23 00:00:00,Android,US,control
6eb57767,2026-03-08 00:00:00,Android,GB,control
9e7ebcc6,2026-01-31 00:00:00,Android,GB,not_applicable
b490360a,2026-02-05 00:00:00,iOS,CA,not_applicable
e7927d3c,2026-02-26 00:00:00,iOS,US,not_applicable
869cfb62,2026-01-10 00:00:00,Web,IN,not_applicable
15749e52,2026-02-06 00:00:00,iOS,US,not_applicable
86a5bdd2,2026-01-31 00:00:00,Android,GB,not_applicable
d8d17d0c,2026-02-04 00:00:00,iOS,US,not_applicable
3ca47214,2026-02-12 00:00:00,Android,DE,not_applicable
71dfa9c3,2026-02-10 00:00:00,iOS,US,not_applicable
cfcd8a69,2026-03-11 00:00:00,iOS,DE,control
7e39e635,2026-01-20 00:00:00,iOS,US,not_applicable
3fbe77bb,2026-01-30 00:00:00,Android,US,not_applicable
56645155,2026-02-19 00:00:00,Android,US,not_applicable
52c8f3f9,2026-03-30 00:00:00,iOS,US,control
5107f621,2026-01-28 00:00:00,Android,IN,not_applicable
a13ca346,2026-01-09 00:00:00,Web,US,not_applicable
822025eb,2026-02-23 00:00:00,Android,US,not_applicable
c78158c3,2026-02-22 00:00:00,iOS,IN,not_applicable
7061bedf,2026-02-12 00:00:00,iOS,US,not_applicable
979b61ec,2026-03-11 00:00:00,iOS,US,control
a3dcc2ed,2026-01-08 00:00:00,iOS,CA,not_applicable
5a3589a7,2026-01-27 00:00:00,iOS,IN,not_applicable
cf71bd5b,2026-02-23 00:00:00,Web,US,not_applicable
1104122b,2026-02-19 00:00:00,iOS,US,not_applicable
37404871,2026-03-16 00:00:00,Android,US,treatment
1a9a48a5,2026-01-03 00:00:00,Android,GB,not_applicable
650927c0,2026-03-15 00:00:00,Android,GB,control
c38ef772,2026-01-01 00:00:00,iOS,IN,not_applicable
eb4df3e2,2026-02-15 00:00:00,Android,US,not_applicable
